Title,Category,Date,Content
"Mobil Terios Ngebut lalu Tabrak Motor di Bogor, Diduga Sedang Dikejar ""Debt Collector""",NEWS,24/12/2024,"BOGOR, KOMPAS.com - Sebuah kecelakaan lalu lintas yang melibatkan kendaraan Daihatsu Terios dan Honda Supra Fit terjadi di Jalan Raya Siliwangi, Kecamatan Bogor Selatan, Kota Bogor, Selasa (24/12/2024) sekitar pukul 10.00 WIB.
Akibat kecelakaan ini, pengendara motor mengalami luka-luka.
“Pengendara (sepeda motor) mengalami luka-luka dan selanjutnya mendapat perawatan di klinik dekat TKP,” ujar Kasat Lantas Polresta Bogor Kota Kompol Ardi Wibowo saat ditemui Kompas.com.
Baca juga: Bayi Perempuan Terbungkus Plastik Ditemukan di Cipondoh
Ardi menjelaskan, kejadian bermula saat mobil Daihatsu Terios bernomor polisi B 2634 FKD melaju dari arah Jalan Pajajaran menuju Jalan Batu Tulis.
Saat melintas di Jalan Raya Siliwangi, diduga pengemudi kendaraan tersebut sedang dikejar oleh debt collector dan mengemudikan mobil dengan kecepatan tinggi tanpa hati-hati.



Akibat kehilangan kendali, Daihatsu Terios menabrak Honda Supra Fit, yang kemudian membuat pengendara motor terjatuh.
Baca juga: Organ Tak Ada, Penyebab Kematian Bayi Diduga Tertukar Tidak Terungkap dari Ekshumasi
“Hasil keterangan yang didapat memang si pengendara ini ada kaitannya seperti dikejar matel (mata elang),” kata Ardi.
Untuk saat ini, polisi masih melakukan penyelidikan.
“Kami belum dapat keterangan dari pengemudi,” kata Ardi.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
8 Korban Kecelakaan Bus dan Truk di Tol Malang Butuh Tindakan Operasi,REGIONAL,24/12/2024,"MALANG, KOMPAS.com - Rumah Sakit Umum Daerah dr. Saiful Anwar (RSSA) Malang saat ini menangani 8 pasien korban kecelakaan bus rombongan pelajar dan truk di Km 77 Tol Pandaan - Malang. Pihak rumah sakit menunggu dan membutuhkan persetujuan keluarga inti pasien untuk tindak lanjut operasi.
Wakil Direktur Pelayanan Medik dan Keperawatan RSSA, dr. Syaifullah Asmiragani, Sp.OT(K) mengatakan, kondisi 8 pasien yang ditangani rata-rata mendapatkan perawatan intensif. Mereka ditangani oleh sekitar 7 dokter spesialis. Di antaranya, dokter anestesi, dokter bedah saraf, dokter emergency medicine, dokter bedah anak, dokter bedah ortopedi, dokter bedah jantung dan dokter bedah plastik.
Baca juga: Kronologi Lengkap Kecelakaan Bus Rombongan Siswa di Tol Malang, Berawal dari Truk Mundur
Dia berpesan kepada pihak keluarga pasien yang saat ini masih dirawat untuk tidak khawatir soal biaya karena ditanggung oleh Jasa Raharja. Hal ini karena ada 5 pasien dengan kondisi stabil memerlukan tindakan pembedahan ortopedi, seperti mengalami patah tulang paha, patah tulang kaki, patah tulang tengkorak dan wajah.
""Jadi saat ini untuk hari ini masih belum ada acara operasi lanjutan, karena kami masih menunggu kedatangan dari pihak keluarga inti terutama, jadi kalau kayak gitu kan orangtua atau kakak adik begitu ya, yang sudah dewasa, untuk mendapatkan persetujuan, karena kondisinya stabil,"" kata Syaifullah, Selasa (24/12/2024).
Baca juga: Update, Daftar Nama Korban Kecelakaan di Tol Malang-Pandaan Km 77



Sebanyak 8 pasien ini sebelumnya sempat dirawat di IGD, dan saat ini 4 pasien di antaranya dirawat di ruang ICU yakni berinisial A (31), QA (13), R (6) dan N (12). Dari 4 pasien tersebut, 2 pasien di antaranya dipasang ventilator karena mengalami kondisi trauma berat, seperti pendarahan otak. Sedangkan 1 pasien di ruangan highcare, dan 3 lainnya di ruangan lowcare.
""Perlu diketahui, 8 pasien yang kami tangani ini semuanya merupakan kasus multitrauma. Jadi artinya tidak hanya satu bagian organ saja yang terkena, tapi ada beberapa. Jadi ini melibatkan banyak dokter, sebagian besar mereka menderita cedera kepala dan pendarahan di otak, patah tulang, trauma jantung,"" katanya.
Dia juga menjelaskan, salah satu pasien, yakni ustaz berinisial A teridentifikasi sebagai pendamping rombongan telah dilakukan tindakan pembedahan emergency dengan kondisi saat ini kritis. Tindakan operasi dilakukan karena mengutamakan prioritas urgensi meskipun hanya melalui persetujuan videocall keluarga.
""Kalau boleh saya langsung saja sedikit memberikan informasi data yang kami operasi kemarin itu adalah ustaz yang mendampingi, Ustaz A itu memang cedera cukup berat dan istrinya meninggal pada saat kejadian jadi kondisinya sampai saat ini masih dalam kondisi kritis,"" katanya.
Sedangkan, korban meninggal total ada empat orang dan semuanya sudah dibawa pulang oleh keluarganya.
""Tiga pasien meninggal terlebih dahulu dibawa ke sini, kemudian ada sembilan korban yang dikirim menyusul, tapi kemudian ada satu yang meninggal. Jadi sekarang saat ini tersisa delapan dan empat yang meninggal ini,"" katanya.
Salah satu korban meninggal diketahui kernet bus bernama Ahmad Bahrur (23) asal Jombang yang sempat mendapat penanganan di IGD kurang dari dua jam pada Senin (23/12/2024) sejak pukul 17.14 WIB.
""Mister X yang waktu itu terindentifikasi terakhir ini adalah kernetnya jadi kru. Kru bus yang pada saat datang itu memang dalam keadaannya sudah kritis kemudian kita lakukan resistensi jantung dan paru tidak bisa tertolong, jadi yang tadi yang meninggal penanganan di IGD jadi tidak sampai dua jam,"" jelasnya.
Sebelumnya diberitakan, bus dengan nomor polisi S 7607 UW bertabrakan dengan truk tronton nomor polisi S 9126 UU di ruas Tol Malang-Pandaan Km 77 pada Senin (23/12/2024).
Bus itu membawa pelajar SMP Islam Terpadu dari Gunung Putri, Bogor, yang hendak menuju Kampung Inggris, Kabupaten Kediri.
Sedangkan truk mengangkut makanan ternak sebanyak 11.200 kilogram, dari arah Surabaya menuju Kecamatan Singosari, Kabupaten Malang.
Kecelakaan ini menyebabkan empat korban tewas.


Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
4 Pilihan Toko Kacamata di Pasar Baru,LIFESTYLE,24/12/2024,"KOMPAS.com - Selain terkenal sebagai pusat kain, Pasar Baru di Jakarta Pusat juga merupakan tempat belanja kacamata dengan pilihan yang beragam.
Tersedia berbagai toko kacamata dengan koleksi yang lengkap, harga terjangkau, serta cocok untuk semua kalangan dan kebutuhan.
Jika sedang mencari kacamata baru, baik untuk menunjang gaya maupun kebutuhan kesehatan mata, berikut sejumlah rekomendasi toko kacamata di Pasar Baru yang bisa dikunjungi.
Tempat kacamata di Pasar Baru
1. Winsee
Kompas.com/Rebecca Rosevanya Toko kacamata, Winsee, di Pasar Baru, Jakarta Pusat, pada Kamis (19/12/2024).
Pusat grosir kacamata ini terletak di Jl. Ps. Baru No.88, Pasar Baru.
Buka setiap hari, Winsee beroperasi dari pukul 09.30 hingga 19.30 WIB.



Mulai dari Rp 100.000 saja, kamu sudah bisa bawa pulang sepaket frame dan lensa. Harga bisa lebih tinggi tergantung dari jenis dan ukuran lensa yang dipilih.
2. Dr. Optik
Kompas.com/Rebecca Rosevanya Toko kacamata, Dr. Optik, di Pasar Baru, Jakarta Pusat, pada Kamis (19/12/2024).
Sama seperti toko sebelumnya, Dr. Optik merupakan salah satu toko kacamata terbesar di pasar baru.
Toko kacamata ini beralamat di Jl. Ps. Baru No.111, Pasar Baru.
Dr. Optik buka setiap hari, dan beroperasi dari pukul 09.30 hingga 19.30 WIB.
Mulai dari Rp 98.000, pengunjung sudah dapat sepaket frame dan lensa kacamata. Harga tergantung dari jenis dan ukuran lensa yang dipilih.
3. Optik Seis
Kompas.com/Rebecca Rosevanya Toko kacamata, Optik Seis, di Pasar Baru, Jakarta Pusat, pada Kamis (19/12/2024).
Sudah tersebar di berbagai daerah di Jakarta, Optik Seis juga membuka cabang di Pasar Baru.
Lebih tepatnya di Jl. Ps. Baru No.101, Pasar Baru."
Polisi Sebut Kerugian Negara Korupsi Perjalanan Fiktif Setwan DPRD Riau Capai Rp 130 Miliar,REGIONAL,24/12/2024,"PEKANBARU, KOMPAS.com - Penyidikan kasus dugaan korupsi perjalanan dinas luar daerah fiktif di Sekretariat Dewan (Setwan) DPRD Riau tahun 2020-2021 masih terus berlanjut.
Direktorat Reserse Kriminal Khusus (Ditreskrimsus) Polda Riau mengungkap kerugian negara akibat korupsi ini sangat besar.
""Kerugian negara akibat kasus dugaan korupsi di Setwan DRPD Riau sebesar Rp 130 miliar. Kemungkinan akan bertambah, karena kasusnya masih terus berlanjut,"" ungkap Direktur Reserse Kriminal Khusus Polda Riau, Kombes Nasriadi saat diwawancarai Kompas.com di Mapolda Riau, Selasa (24/12/2024).
Baca juga: Artis Hana Hanifah Diperiksa, Diduga Terima Dana Korupsi DPRD Riau
Nasriadi menjelaskan, pihaknya berkoordinasi dengan Badan Pengawasan Keuangan dan Pembangunan (BPKP) Wilayah Riau untuk menghitung kerugian negara.
Pada tahun 2020 dan 2021, nilai anggaran yang dikelola oleh Setwan DRPD Riau sebanyak Rp 206 miliar.



Pencairan pada tahun 2020 sebanyak Rp 92 miliar, sedangkan tahun 2021, Rp 114 miliar.
""Artinya uang yang telah diambil untuk kegiatan di Setwan DRPD Riau,"" sebut Nasriadi.
Kemudian, Nasriadi menerangkan bahwa ada 401 orang yang dibutuhkan keterangan untuk membuat terang kasus ini.
Baca juga: Kasus 35.836 Tiket Pesawat Fiktif, Penyidikan Difokuskan di Sekretariat DPRD Riau
Dari 401 orang ini, sebanyak 319 orang telah selesai dilakukan pemeriksaan.
Kemudian, ada 13 orang saksi yang sudah meninggal dunia.
Namun, ada 5 orang saksi yang belum memenuhi panggilan dengan alasan di luar kota.
Lebih lanjut, Nasriadi mengatakan bahwa pihaknya bersama BPKP mengecek atau memverifikasi hotel tempat menginap yang diklaim oleh para pelaku.
""Pada tahun 2020-2021 itu, ada yang menginap di hotel Sumatera Barat sebanyak 35 hotel, Jambi 11 hotel, Sumatera Utara 20 hotel dan ada beberapa hotel yang lainnya. Totalnya ada 66 hotel,"" sebut Nasriadi.
Dari hasil penelusuran, penyidik menemukan transaksi penginapan hotel sebanyak 4.744 menginap.
Namun, yang sebenarnya hanya 33 kali menginap. Sedangkan 4.711 lagi adalah penginapan fiktif."
"Perjalanan Harvey Moeis dalam Kasus Korupsi Timah, dari Peran hingga Vonis",TREN,24/12/2024,"KOMPAS.com - Kasus korupsi timah di wilayah izin usaha pertambangan (IUP) PT Timah Tbk mulai memasuki babak akhir setelah salah satu tersangka, Harvey Moeis, mendapatkan vonis.
Majelis Hakim Pengadilan Tipikor Jakarta Pusat menilai Harvey terbukti bersalah melakukan korupsi secara bersama-sama dengan tersangka lainnya.
Sebelumnya, Harvey Moeis telah ditetapkan sebagai tersangka tindak pidana korupsi dalam tata niaga komoditas timah oleh Kejaksaan Agung.
Lantas, seperti apa perjalanan Harvey Moeis dalam kasus korupsi timah tersebut?
Baca juga: Muncul Istilah Pencucian Uang “Mingling” di Sidang Korupsi Timah Harvey Moeis, Apa Artinya?




Bagaimana awal mula Harvey Moeis terseret kasus korupsi timah?
Harvey selaku perwakilan PT RBT sekitar 2018 hingga 2019, menghubungi Mochtar Riza Pahlevi Tabrani selaku Direktur Utama PT Timah Tbk tahun 2016-2021.
Komunikasi Harvey dan Riza dimaksudkan untuk mengakomodasi kegiatan pertambangan liar di wilayah IUP PT Timah untuk mendapat keuntungan.
Keduanya sepakat untuk menjalin kerja sama dalam kegiatan pertambangan ilegal yang dibungkus dengan sewa-menyewa peralatan pemrosesan timah.
Harvey menginstruksikan kepada para pemilik smelter tersebut untuk menyetorkan sebagian keuntungan bagi dirinya dan para tersangka lain, seolah-olah sebagai dana corporate social responsibility (CSR).
Baca selengkapnya: Duduk Perkara Kasus Korupsi Timah Ilegal yang Menyeret Harvey Moeis
Seperti apa peran Harvey Moeis dalam kasus korupsi timah?
KOMPAS.com/IRFAN KAMIL Peran Harvey Moeis dalam kasus korupsi timah IUP PT Timak tbk.
Harvey Moeis diduga bertindak sebagai pihak yang mewakili PT RBT, bersama dengan Dirut PT Timah Riza Pahlevi kongkalikong mencari keuntungan dalam kegiatan pertambangan liar di wilayah IUP PT Timah.
Harvey dan Riza beberapa kali bertemu dan bersepakat agar kegiatan di pertambangan liar tersebut diakali dengan dalih sewa menyewa peralatan processing peleburan timah.
Untuk melancarkan aksinya, Harvey menghubungi sejumlah perusahaan smelter guna mengakomodasi rencana tersebut.
Baca selengkapnya: Peran Harvey Moeis dalam Kasus Dugaan Korupsi Timah
Kapan Harvey Moeis ditetapkan jadi tersangka?
Kejaksaan Agung menetapkan Harvey Moeis, sebagai tersangka kasus dugaan tindak pidana korupsi pada Rabu (27/3/2024)."
"Tingkatkan Kesejahteraan Pedesaan, BRI Dukung Transformasi Pertanian Modern di Desa Bansari",ADVERTORIAL,24/12/2024,"KOMPAS.com — PT Bank Rakyat Indonesia (Persero) Tbk atau BRI menunjukkan komitmennya dalam mendukung pertumbuhan ekonomi kerakyatan melalui pemberdayaan ekosistem desa.
Salah satu kisah sukses program pemberdayaan ekosistem desa datang dari Desa Bansari, Kabupaten Temanggung, Jawa Tengah, yang berhasil mengembangkan melon premium berbasis teknologi hidroponik.
Desa Bansari yang berada di lereng Gunung Sindoro pada ketinggian 1.000–1.500 meter di atas permukaan laut itu dikenal sebagai sentra produksi Melon Premium berkualitas tinggi. Melon Premium ini memiliki keunggulan dibandingkan Melon Konvensional, baik dari segi rasa, tekstur, maupun aroma.
Direktur Badan Usaha Milik Desa (BUMDesa) Tirta Sembada Hendi Nurseto menjelaskan bahwa terdapat perbedaan antara Melon Premium yang diproduksinya dengan melon konvensional.
“Melon premium ditanam di dalam greenhouse dengan sistem hidroponik. Berbeda dengan melon biasa, Melon Premium memiliki rasa yang lebih manis dan aroma yang lebih wangi. Kualitas ini membuat produk kami memiliki nilai jual lebih tinggi dan menjadi alternatif dari melon impor,” katanya dalam keterangan tertulis, Selasa (24/12/2024).
Dalam setiap periode panen yang berlangsung tiga bulan sekali, petani mampu meraih omzet bersih hingga Rp 20 juta per greenhouse. Hal ini menjadi bukti nyata bahwa penerapan teknologi dalam pertanian modern dapat menciptakan dampak ekonomi yang signifikan bagi para pelaku usaha tani.
Produk Melon Premium dari Desa Bansari telah berhasil dipasarkan langsung ke ritel modern di kota besar seperti Jakarta, Bandung, dan Semarang. Distribusi ini difasilitasi oleh BRI melalui konektivitas dengan perusahaan dan jaringan pasar yang lebih luas, memotong rantai distribusi agar produk lebih efisien dan bernilai jual tinggi.
Selain itu, pemasaran secara digital melalui e-commerce turut memperluas jangkauan pemasaran. Melon Premium ini juga tersedia untuk dibeli langsung di packing house yang berlokasi di Desa Bansari.
Transformasi pertanian di Desa Bansari tidak terlepas dari dukungan BRI melalui permodalan yang memungkinkan petani membangun infrastruktur greenhouse dan beralih ke teknologi pertanian modern.
Sementara itu, petani Desa Bansari juga memanfaatkan aplikasi BRImo dan QRIS BRI untuk mendukung efisiensi pembayaran, baik untuk penjualan langsung maupun kanal digital.
Selain memberikan akses pembiayaan, BRI juga memberikan bantuan corporate social responsibility (CSR) sebesar untuk pengembangan agrowisata di Desa Bansari. CSR tersebut digunakan untuk membangun fasilitas pendukung seperti area pusat usaha mikro kecil dan menengah (UMKM) dan infrastruktur penunjang lainnya.
Upaya tersebut diharapkan dapat menarik wisatawan, membuka peluang pasar yang lebih luas, serta mendorong pertumbuhan ekonomi lokal yang berkelanjutan.
Dalam kesempatan terpisah, Direktur Bisnis Mikro BRI Supari meyakini bahwa Keberhasilan Desa Bansari membuktikan bahwa potensi lokal dapat dikembangkan secara optimal dengan dukungan permodalan, teknologi, dan pendampingan usaha.
“Dengan memanfaatkan teknologi seperti BRImo, QRIS, serta fokus pada peningkatan kualitas produk, desa di Indonesia memiliki peluang besar untuk menjadi pusat pertumbuhan ekonomi yang modern dan berdaya saing,” ujarnya.
Dengan keberhasilan ini, Desa Bansari menjadi contoh nyata bagaimana pemanfaatan teknologi, inovasi pertanian, dan dukungan permodalan dapat mengubah potensi desa menjadi kekuatan ekonomi yang berkelanjutan.
Kemudian, petani Desa Bansari juga membuka peluang ekonomi baru bagi masyarakat sekitar. BRI akan terus mendorong inovasi dan pemberdayaan ekonomi desa untuk menciptakan pertumbuhan yang inklusif dan berkelanjutan.
Sebagai informasi, keberhasilan tersebut tidak hanya meningkatkan kesejahteraan petani, tetapi juga membawa Desa Bansari menjadi Juara Desa BRILiaN 2023,program unggulan BRI yang mendorong pembangunan ekonomi desa yang inklusif dan berkelanjutan."
"Catat Waktunya, Ganjil Genap di Jalur Puncak Berlaku mulai Hari Ini",OTOMOTIF,24/12/2024,"JAKARTA, KOMPAS.com – Jalur Puncak masih menjadi salah satu destinasi wisata populer saat Natal dan Tahun Baru (Nataru), terutama bagi warga Jakarta dan sekitarnya.
Namun, meningkatnya jumlah kendaraan yang melintas seringkali menyebabkan kemacetan parah. Untuk mengatasi masalah ini, pihak berwenang menerapkan sistem ganjil genap di jalur Puncak.
Pengendara mobil dan motor yang menuju ke arah Puncak, Bogor, pada akhir pekan ini diimbau mengatur waktu perjalanan dan memperhatikan aturan yang berlaku.
Baca juga: Honda dan Nissan Merger, Ciptakan Grup Otomotif Terbesar Ketiga


 
 
 

Lihat postingan ini di Instagram

 
 
 
Sebuah kiriman dibagikan oleh Traffic Management Centre Polres Bogor (@satlantaspolresbogor.tmc)


Seperti diketahui, Satlantas Polres Bogor memberlakukan rekayasa lalu lintas ganjil genap untuk mengurangi kemacetan di kawasan tersebut.



“Selasa, Rabu, Kamis, tanggal 24, 25, 26 Desember 2024 jalur Puncak diberlakukan ganjil genap,” tulis Instagram resmi @satlantaspolresbogor.tmc, Selasa (24/12/2024).
“Bagi kendaraan yang ber-TNKB atau berpelat nomor polisi tidak sesuai dengan tanggal diberlakukannya ganjil genap akan diputarbalik oleh petugas,” lanjut keterangan tersebut.
Baca juga: Kecelakaan Bus Tirto Agung di Malang, Pihak PO Menolak Berkomentar

Sebagai informasi, kebijakan ganjil genap tersebut sesuai dengan Peraturan Menteri Perhubungan RI Nomor PM 84 Tahun 2021.
Oleh karena itu, petugas mengimbau pengendara untuk menaati peraturan yang berlaku di lapangan.
Sistem pemberlakuan ganjil genap ini akan menyesuaikan dengan tanggal hari ini, misal Selasa tanggal 24 Desember 2024 akan berlaku bagi kendaraan berpelat genap.
Baca juga: Masalah Umum Motor Listrik Setelah Satu Tahun Pakai
KOMPAS.COM/FIRMAN TAUFIQURRAHMAN Sejumlah kendaraan melintasi jalur Puncak di kawasan Puncak Pass, Cianjur, Jawa Barat, Kamis (28/3/2024).
Sementara Rabu, 25 Desember 2024 berlaku buat kendaraan berpelat ganjil. Petugas akan memeriksa tanda nomor kendaraan atau angka terakhir pelat kendaraan di pintu masuk Puncak Bogor.
Bagi pengendara yang tidak menyesuaikan dengan tanggal di kalendar, maka akan mendapatkan sanksi diputar balik atau dilarang melintasi kawasan Puncak Bogor.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"Diusulkan Jadi Badan Investasi Perumahan Nasional, Ini Tanggapan BP Tapera",PROPERTI,24/12/2024,"JAKARTA, KOMPAS.com - Badan Pengelola Tabungan Perumahan Rakyat (BP Tapera) diusulkan Satuan Tugas (Satgas) Perumahan menjadi Badan Investasi Perumahan Nasional.
Usulan ini telah disampaikan kepada Presiden Prabowo Subianto.
Komisioner BP Tapera Heru Pudyo Nugroho menanggapi hal ini dengan hormat usulan ini agar BP Tapera nantinya akan semakin baik ke depan.
Heru mengatakan hal ini usai menghadiri penandatanganan perjanjian kerja sama (PKS) dengan 39 bank penyalur dan BP Tapera dii Auditorium Kementerian PU, Jakarta, Senin (23/12/2024).
""Saya kira diskusi ya, kita hormati, itu kan dalam rangka breakthrough (terobosan), supaya BP Tapera itu lebih baik ke depan,"" ungkap Heru.
Baca juga: Sah, 39 Bank Siap Salurkan Dana FLPP dan Tapera Tahun Depan



Sebab, BP Tapera sebagai penyedia likuiditas yang murah dan jangka panjang, perlu dilakukan diskusi mengenai hal tersebut.

Heru mengaku selalu berkoordinasi dengan Menteri Perumahan dan Kawasan Permukiman (PKP) Maruarar Sirait atau Ara.
Diskusi dilakukan mengingat Badan Investasi Perumahan Nasional Indonesia nantinya beriringan dengan Daya Anagata Nusantara (Danantara).
Untuk diketahui, Danantara dibentuk untuk melaksanakan tugas dalam mengelola investasi strategis negara.
Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
"[VIDEO] Muncul Video Hoaks Prabowo Bagi-bagi Hadiah Melalui WhatsApp, Awas Penipuan",CEK FAKTA,24/12/2024,"KOMPAS.com - Sebuah video yang beredar melalui unggahan media sosial menyatakan bahwa Presiden Prabowo Subianto membagi-bagikan hadiah melalui nomor WhatsApp.
Dalam video terlihat Prabowo menyatakan, banyak hal yang telah dilakukan kepada rakyat selama satu satu bulan kepemimpinannya sebagai presiden.
Salah satu hal penting itu adalah penghapusan utang di bidang usaha mikro, kecil, dan menengah (UMKM).
Bagi mereka yang tertarik, menurut unggahan, bisa menghubungi sebuah nomor WhatsApp. Prabowo diklaim akan memberikan hadiah kepada yang menghubungi nomor itu.
Namun, waspada jangan sampai kita terjerat dan jadi korban penipuan.
Setelah ditelusuri, video itu merupakan pernyataan saat Prabowo membuka sidang kabinet di Istana Kepresidenan pada 2 Desember 2024. Saat itu, tidak ada janji Prabowo untuk memberikan hadiah.



Jangan asal percaya unggahan di media sosial, sebab kita bisa menjadi korban penipuan. Simak penjelasan dalam video ini:


 
 
 

View this post on Instagram

 
 
 
A post shared by Cek Fakta Kompascom (@cekfakta.kompascom)


Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
3 Hakim yang Bebaskan Ronald Tannur Didakwa Terima Suap Rp 1 Miliar dan 308 Dollar Singapura,NEWS,24/12/2024,"JAKARTA, KOMPAS.com - Sebanyak tiga hakim Pengadilan Negeri (PN) Surabaya yang membebaskan pelaku pembunuhan, Gregorius Ronald Tannur, didakwa menerima suap dari pengacara bernama Lisa Rachmat.
Mereka adalah Hakim Ketua Erintuah Damanik serta dua hakim anggota, Mangapul dan Heru Hanindyo.
Jaksa penuntut umum (JPU) menyebut, ketiga hakim tersebut menerima suap Rp 1 miliar dan 308.000 dollar Singapura (Rp 3.670.614.640) dari Lisa yang menjadi pengacara Ronald Tannur.
Baca juga: PN Jaksel Nyatakan Praperadilan Hakim yang Disuap Ronald Tannur Gugur
“Uang yang diberikan oleh Lisa Rachmat adalah untuk menjatuhkan putusan bebas (vrijspraak) terhadap Gregorius Ronald Tannur dari seluruh dakwaan penuntut umum,” kata jaksa di Pengadilan Tipikor Jakarta Pusat, Selasa (24/12/2024).
Jaksa menyebut, dari uang total Rp 4,67 miliar itu, sebanyak 48.000 dollar Singapura di antaranya diterima Damanik dari Lisa Rachmat.



Kemudian, Damanik menerima lagi uang 38.000 dollar Singapura, Mangapul 36.000 dollar Singapura, dan Heru sebesar 36.000 dollar Singapura. Di luar itu, Damanik juga menyimpan 30.000 dollar Singapura.
Lalu, uang tunai Rp 1 miliar dan 120.000 dollar Singapura diterima Heru.
Seluruh uang tersebut bersumber dari Meirizka Widjaja Tannur, ibu dari Ronald Tannur.
Dengan demikian, Damanik mengantongi uang 116.000 dollar Singapura, Heru 156 dollar Singapura dan Rp 1 miliar, sementara Mangapul 36.000 dollar Singapura.
Awalnya, Meirizka meminta Lisa menjadi pengacara anaknya. Surat kuasa kemudian ditandatangani pada 5 Oktober 2023.
Pada satu waktu, Meirizka menemui Lisa di kantor firma hukumnya di Surabaya. Dalam pertemuan itu, sang pengacara meminta ibu Ronald menyiapkan sejumlah uang.
“Untuk pengurusan perkara Gregorius Ronald Tannur,” tutur Jaksa.
Baca juga: 43 Saksi Diperiksa Terkait Dugaan Suap Vonis Bebas Ronald Tannur yang Libatkan Zarof Ricar
Bertemu Zarof Ricar
Dalam dakwaannya, jaksa menyebut Lisa menemui mantan pejabat Mahkamah Agung (MA) Zarof Ricar, Damanik, Mangapul, dan Heru sebelum perkara Ronald annur dilimpahkan pihak kejaksaan ke Pengadilan Negeri Surabaya.
Tujuannya untuk memengaruhi hakim yang akan mengadili perkara kliennya.
“Dengan tujuan untuk menjatuhkan putusan bebas (vrijspraak) terhadap Gregorius Ronald Tannur,” kata jaksa."
Bayi Perempuan Terbungkus Plastik Ditemukan di Cipondoh,NEWS,24/12/2024,"JAKARTA, KOMPAS.com - Warga Kelurahan Ketapang, Kecamatan Cipondoh, Kota Tangerang, menemukan bayi perempuan yang terbungkus plastik pada Minggu (22/12/2024) sore sekitar pukul 17.30 WIB.
Kabid Humas Polda Metro Jaya Kombes Ade Ary Syam Indradi menjelaskan,bayi tersebut ditemukan dalam kondisi masih bernapas.
""Bayi perempuan ditemukan dalam kondisi hidup,"" ujar Ade Ary dalam keterangannya pada Selasa (24/12/2024).
Baca juga: Organ Tak Ada, Penyebab Kematian Bayi Diduga Tertukar Tidak Terungkap dari Ekshumasi
Penemuan ini bermula saat seorang warga sedang mengais sampah di Jalan Ki Hajar Dewantara, RT 01/RW 02, Kelurahan Ketapang.
""Saksi melihat sebuah kantong plastik kresek berwarna hitam yang dikerumuni lalat dan tidak terikat,"" kata Ade Ary.



Penasaran, warga membuka kantong plastik tersebut dan menemukan bayi perempuan di dalamnya.
Baca juga: Selidiki Temuan Mayat Bayi di Sungai Cisadane, Polisi Cari Data Wanita Hamil Tua
""Setelah itu, saksi mengambil kardus untuk meletakkan bayi dan meminta bantuan tukang parkir agar bayi segera dibawa ke puskesmas,"" ujar Ade.
Bayi tersebut memiliki berat badan 1,8 kilogram setelah mendapatkan tindakan medis awal.
""Selanjutnya, pihak puskesmas menghubungi RSUD Kota Tangerang untuk penanganan lebih lanjut,"" kata Ade Ary.

Simak breaking news dan berita pilihan kami langsung di ponselmu. Pilih saluran andalanmu akses berita Kompas.com WhatsApp Channel : https://www.whatsapp.com/channel/0029VaFPbedBPzjZrk13HO3D. Pastikan kamu sudah install aplikasi WhatsApp ya."
